,IR,Inverse_Filtering_Similarity_Melody,Inverse_Filtering_Correlation_Melody,Weiner_Similarity_Melody,Weiner_Correlation_Melody,ACDW_Similarity_Melody,ACDW_Correlation_Melody,Inverse_Filtering_Similarity_Chords,Inverse_Filtering_Correlation_Chords,Weiner_Similarity_Chords,Weiner_Correlation_Chords,ACDW_Similarity_Chords,ACDW_Correlation_Chords
1259,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_piezo,6.519483474862585e-06,,7.64244318576735e-06,,4.367641489687008e-06,,2.7361537423857615e-06,,2.0046075536709755e-06,,1.9705113760946066e-06,
1260,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_mic,8.831704389314296e-06,,3.320615529098511e-06,,2.851997858187011e-06,,1.5034802321150946e-06,,1.579696506442786e-06,,1.7315855036679576e-06,
1261,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_piezo,3.747448430222291e-06,,3.820942412749249e-06,,2.7395224385540926e-06,,3.0523504129672217e-06,,4.073687487671107e-06,,4.823007028135111e-06,
1262,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_mic,1.7090482848326174e-06,,1.9647750566866476e-06,,2.040582629638948e-06,,1.4292426398816912e-06,,1.5869949129716294e-06,,1.6796634847697118e-06,
1263,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_piezo,2.6210569728085467e-06,,4.37530247016459e-06,,3.3403851438275375e-06,,2.1271378798895928e-06,,1.9663971912920074e-06,,2.337630573267845e-06,
1264,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_mic,3.1667767261220904e-06,,3.116432528818133e-06,,2.175097122936909e-06,,1.4479471612393296e-06,,1.91857433550898e-06,,1.989300889390088e-06,
1265,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_piezo,6.481297953098122e-06,,6.986734045777584e-06,,3.8475613569052125e-06,,3.577260608498753e-06,,4.604662179726568e-06,,4.111918975961287e-06,
1266,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_mic,2.627149026400805e-06,,2.4708236976311315e-06,,1.793766680206559e-06,,1.318218593820952e-06,,1.698628552252715e-06,,1.4135057775216048e-06,
1267,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_piezo,2.84719306264526e-06,,5.188657319267534e-06,,3.901633137594668e-06,,1.583549213041404e-06,,1.944125208860789e-06,,1.918531902278896e-06,
1268,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_mic,2.2614086930431243e-06,,2.4839748685409074e-06,,4.429644278824023e-06,,1.4519693366196224e-06,,1.7094885868426197e-06,,2.7144851929268985e-06,
1269,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_piezo,4.0964676747393115e-06,,3.7817828662608762e-06,,3.0999545560931917e-06,,3.4310980705223848e-06,,3.834166968648089e-06,,4.124125439381774e-06,
1270,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_mic,2.3563893750971493e-06,,2.160638735076674e-06,,2.1127994840750706e-06,,1.8166115098295765e-06,,1.5423346027358059e-06,,1.3486840815635872e-06,
1271,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_piezo,5.851510430937328e-06,,4.139467516738367e-06,,5.726457647966575e-06,,2.1087083766078445e-06,,1.743804616089443e-06,,2.263512751557373e-06,
1272,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_mic,3.689631062544241e-06,,3.926471163307464e-06,,4.479887488142228e-06,,1.795516547103227e-06,,1.5797990627019856e-06,,1.9449369463831623e-06,
1273,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_piezo,4.929083766990834e-06,,5.932886258177185e-06,,3.386967205873013e-06,,2.8171791961570003e-06,,3.4094126706370767e-06,,4.64821827558454e-06,
1274,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_mic,2.3692401286403336e-06,,2.2975190596476764e-06,,2.466088662313615e-06,,1.7796557122531065e-06,,1.633056813088957e-06,,2.7836533042935797e-06,
1275,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_piezo,2.7926840207033385e-06,,2.6048988803310527e-06,,3.019171381660285e-06,,4.7574773579066875e-06,,4.836461833811835e-06,,3.871171078059155e-06,
1276,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_mic,5.311859473357394e-06,,3.5225944154382075e-06,,6.9508398955466395e-06,,1.607632245386277e-06,,1.9060395808645886e-06,,1.7578146594230113e-06,
1277,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_piezo,3.6969219910192657e-06,,3.701537878395144e-06,,2.7975811773218343e-06,,3.939250126006258e-06,,3.8045094716528514e-06,,3.821668054249511e-06,
1278,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_mic,2.6739817255552837e-06,,2.630467990083919e-06,,2.725857105899661e-06,,1.618591500990845e-06,,1.5372556104020012e-06,,2.0861346337470724e-06,
1279,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_piezo,2.4023237960638076e-06,,3.1612537537109105e-06,,9.585811380828878e-06,,2.2919347354768625e-06,,2.7981329367812617e-06,,3.1354149521966007e-06,
1280,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_mic,6.275773141157944e-06,,7.3418655375521086e-06,,5.234985610084837e-06,,1.7562076196122276e-06,,1.8085842321162804e-06,,1.7591792653416589e-06,
1281,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_piezo,2.6042302152742705e-06,,2.611831069624392e-06,,4.20275909436089e-06,,3.17907887867735e-06,,4.5530747064368e-06,,4.657349875450331e-06,
1282,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_mic,3.645601020221773e-06,,2.3657804830717567e-06,,2.826183498622806e-06,,1.9233767652796187e-06,,1.7681223640987768e-06,,1.2750975583491335e-06,
1283,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_piezo,4.990852067381378e-06,,3.946930157084641e-06,,6.812618736728381e-06,,2.3084063353962136e-06,,3.8861443971268796e-06,,3.612252050877366e-06,
1284,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_mic,8.799139777809805e-06,,9.298669592324346e-06,,4.636455759387453e-06,,1.7928787059599837e-06,,1.7585484066898217e-06,,1.8264437884175153e-06,
1285,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_piezo,3.530675245548524e-06,,3.465325554673041e-06,,5.643185850079721e-06,,3.9997610635852525e-06,,3.959832225740449e-06,,3.549878166479304e-06,
1286,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_mic,2.214470778852192e-06,,3.206902797257928e-06,,2.9422806891993546e-06,,1.619345136957581e-06,,1.541835532815055e-06,,1.734474181583489e-06,
1287,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_piezo,3.903499130359303e-06,,3.3877929636297245e-06,,3.254201963767596e-06,,3.288107954217872e-06,,3.614811108859095e-06,,3.145978385603386e-06,
1288,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_mic,8.416436034045456e-06,,9.112734930706351e-06,,4.3845743129034355e-06,,1.8647482971258296e-06,,1.806915564857595e-06,,1.6895809199440362e-06,
1289,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_piezo,3.669916633080486e-06,,3.50936675300872e-06,,6.123401063275681e-06,,4.315395730899191e-06,,4.17529786752123e-06,,3.559099427601089e-06,
1290,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_mic,2.2554974973361907e-06,,2.046561316375776e-06,,3.2423887716325143e-06,,1.444113414350509e-06,,1.4969459199256802e-06,,1.5996762815511592e-06,
1291,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_piezo,3.000632983256178e-06,,4.531897712739418e-06,,3.119511853444144e-06,,2.587868253715282e-06,,3.5860317626595514e-06,,3.4427664873791162e-06,
1292,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_mic,5.501527398444847e-06,,7.116379579352206e-06,,4.66678978515899e-06,,1.6313109548823177e-06,,1.7390433628649712e-06,,1.7694564575342225e-06,
1293,good_takamine_EG523SC_mic_to_bad_takamine_EG440SC_piezo,3.6005351041523634e-06,,3.6010680076541278e-06,,4.338127538840729e-06,,4.128540082482703e-06,,4.144436044398043e-06,,3.47054287616999e-06,
1294,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_mic,2.3496601756591955e-06,,2.2615301661586923e-06,,1.8985710245905023e-06,,2.2314698536105646e-06,,1.4686054115380095e-06,,1.5193263170606375e-06,
1295,good_takamine_EG523SC_piezo_to_bad_takamine_EG440SC_piezo,4.067184825331168e-06,,3.441315916363168e-06,,3.4909916967283713e-06,,3.468601556993473e-06,,2.667557703832488e-06,,3.403552914863746e-06,
1296,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,1.6105484062889152e-06,,1.96734880269939e-06,,2.8052907817854943e-06,,2.234036899476382e-06,,2.7939398492072487e-06,,6.653325268763244e-06,
1297,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,2.7907658641244375e-06,,4.908096705932709e-06,,4.2236967458608195e-06,,2.4271971123803796e-06,,2.022407971576835e-06,,2.952637824500056e-06,
1298,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,1.8691283308869884e-06,,1.7931464783153939e-06,,1.6082517644859103e-06,,2.6039314598954185e-06,,2.4244057969566245e-06,,2.4621947791879292e-06,
1299,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,3.2048874163934554e-06,,2.5117873057447036e-06,,2.6156856139188813e-06,,2.9502477292694848e-06,,2.6078113002295664e-06,,3.397887397270331e-06,
1300,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,1.9150470485990614e-06,,2.997283750942573e-06,,2.355886729502566e-06,,3.0489542512989375e-06,,5.354530710926551e-06,,6.73617443089371e-06,
1301,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,4.026116712394059e-06,,4.94788988270279e-06,,4.9956096592612636e-06,,2.745515363291244e-06,,2.5872308063828633e-06,,3.407300029415287e-06,
1302,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,1.7188112683771194e-06,,2.0543730443212248e-06,,2.2493401092875905e-06,,2.9573318878166306e-06,,4.793505049529502e-06,,2.090405579166844e-06,
1303,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,3.837832228740581e-06,,2.979589930800641e-06,,3.430127161451188e-06,,3.2695596373575297e-06,,3.031570594693929e-06,,3.1862432154989035e-06,
1304,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,2.4725092636953127e-06,,1.9108210638906033e-06,,2.0923077739649814e-06,,2.5373373602882117e-06,,2.9472396196177553e-06,,5.19147818434642e-06,
1305,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,5.9058767889189695e-06,,7.35787069322982e-06,,4.787025831465646e-06,,2.46203119764185e-06,,2.2137595280690696e-06,,2.7392221448346377e-06,
1306,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,3.1762064364640223e-06,,2.929526183802951e-06,,1.7144226507427548e-06,,4.654471578125408e-06,,4.78556439886931e-06,,2.6441385000222606e-06,
1307,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,3.404186011050319e-06,,2.3888796461453616e-06,,2.33441686873039e-06,,2.6228850457360185e-06,,3.1305082433578908e-06,,2.8084338107689883e-06,
1308,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,1.6538643193876773e-06,,3.10469832382531e-06,,2.2906781516710407e-06,,2.1840027699673522e-06,,5.913698847827013e-06,,6.380435596551185e-06,
1309,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,5.4912044246515835e-06,,7.748591765997996e-06,,3.2703547279125787e-06,,2.1596269388258175e-06,,2.6197380955203725e-06,,3.823169832675143e-06,
1310,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,2.86804654514895e-06,,3.257816788702674e-06,,2.0694378278232903e-06,,3.7372475000951056e-06,,3.830483876058993e-06,,5.147985835748303e-06,
1311,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,5.844244785746928e-06,,6.017799841211435e-06,,2.674336617554368e-06,,3.48156805348692e-06,,2.135059894140576e-06,,3.133628955970266e-06,
1312,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,2.1134877693596423e-06,,2.875292599783454e-06,,1.9817380674325837e-06,,2.4528544964747314e-06,,5.224899977990489e-06,,5.133500315427718e-06,
1313,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,4.085925062250874e-06,,4.966589284708914e-06,,4.57295542107896e-06,,3.887401237314326e-06,,3.0730221823176118e-06,,2.999753907529124e-06,
1314,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,1.5087829831135156e-06,,2.0942789846726623e-06,,1.7145816797726056e-06,,2.9130789951718404e-06,,5.007576910704845e-06,,3.7717139795357537e-06,
1315,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,6.195035212312863e-06,,3.250241169069267e-06,,2.4476568882870707e-06,,2.218733431271969e-06,,2.3789250907825e-06,,2.806249713537956e-06,
1316,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,1.8093240036969994e-06,,3.3062551086142575e-06,,2.67097891503072e-06,,3.136078777243812e-06,,6.212728748401171e-06,,5.894315718976168e-06,
1317,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,3.702048633252164e-06,,3.650621886967928e-06,,3.137663697360257e-06,,1.997975543276135e-06,,2.0326095438651855e-06,,3.3478285167001317e-06,
1318,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,2.811372609588592e-06,,2.268529120657617e-06,,1.8529529244125809e-06,,4.177373514169162e-06,,3.4574758135713997e-06,,2.591447048031282e-06,
1319,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,1.7560037354504387e-06,,2.218752722966778e-06,,2.2348011926003213e-06,,3.385202207915079e-06,,3.3645877559893854e-06,,3.080102266240706e-06,
1320,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,2.6404667236699447e-06,,2.663595470764828e-06,,2.096810583489628e-06,,2.6980640768143283e-06,,2.5241624146753615e-06,,5.477093570244228e-06,
1321,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,3.4043094394186115e-06,,4.158616105005882e-06,,6.005212257417334e-06,,3.1838630166797793e-06,,3.513774249637202e-06,,4.17793312794857e-06,
1322,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,2.158437316276041e-06,,2.0094939577333255e-06,,2.033701582283949e-06,,3.973038198591554e-06,,4.909138607506274e-06,,5.665799115330524e-06,
1323,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,3.0766188620767576e-06,,2.6537840651175292e-06,,2.6996848093313174e-06,,2.0633146936295768e-06,,3.228704220630785e-06,,2.60474761028307e-06,
1324,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,2.5178533514397943e-06,,2.4072645500398933e-06,,1.9061005309583027e-06,,2.5655057604261876e-06,,2.3774252836923357e-06,,4.673585211344245e-06,
1325,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,3.712104748838733e-06,,3.3077795299618035e-06,,7.714532801816944e-06,,2.889966255780928e-06,,3.1310297139523427e-06,,3.4290800516328247e-06,
1326,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,2.402788137579021e-06,,2.0384410922679862e-06,,1.8214395905637236e-06,,4.047089609719404e-06,,4.475008406005942e-06,,4.640439516186185e-06,
1327,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,3.9843582091069504e-06,,3.5705758933331286e-06,,2.5538216655754557e-06,,2.924972393227705e-06,,3.519563921475848e-06,,3.523543661075475e-06,
1328,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,1.833393746568875e-06,,2.1095523023817074e-06,,2.090182412874984e-06,,2.7952869625969334e-06,,2.7857334415491814e-06,,6.530611206998285e-06,
1329,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,3.7951988389856722e-06,,4.41843263944267e-06,,4.512709309708975e-06,,3.6946547772449066e-06,,4.236787102775128e-06,,4.867637691055272e-06,
1330,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,7.961791674178257e-06,,3.0016909979513085e-06,,3.6074576068699566e-06,,3.944120070291955e-06,,4.741662040295969e-06,,3.443749302585963e-06,
1331,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,2.232947056427287e-06,,3.562249299846771e-06,,3.540896130009709e-06,,2.7594436915571825e-06,,3.6279039574655732e-06,,4.748675330414091e-06,
1332,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,1.7058956464478402e-06,,2.4324016410925148e-06,,1.8965712573879055e-06,,1.8823336664183984e-06,,5.4133911957329055e-06,,4.998226685351894e-06,
1333,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,5.379442391043067e-06,,4.492682805164915e-06,,6.196921754822243e-06,,3.782096728016978e-06,,4.438989541554959e-06,,2.7869840711914333e-06,
1334,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,4.5971620931914585e-06,,3.2242413232362575e-06,,2.3496349949822825e-06,,3.618640989518689e-06,,4.733911962921694e-06,,5.035302308657461e-06,
1335,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,7.713858089929292e-06,,3.26409593829301e-06,,4.3946722335727256e-06,,3.5807965153741834e-06,,3.5117677884480262e-06,,3.4397327565379727e-06,
1336,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,2.169828549794891e-06,,2.1916183036233437e-06,,1.8486330483960834e-06,,1.8007981632240967e-06,,4.989286675945846e-06,,4.518834176329764e-06,
1337,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,4.429163114516639e-06,,3.969313930215952e-06,,7.5183887234399054e-06,,4.45908363907777e-06,,5.701411950795956e-06,,3.245972641313565e-06,
1338,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,5.919880736910861e-06,,1.6869726376028296e-06,,3.676469434481602e-06,,2.8098531869954943e-06,,2.8214210989947795e-06,,3.842866943736262e-06,
1339,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,6.410430928869799e-06,,5.116296733520791e-06,,3.4145692646571597e-06,,3.146246640818761e-06,,1.961259088073525e-06,,4.414261556167784e-06,
1340,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,2.5428145121043576e-06,,2.2011381004525393e-06,,1.8385476345158313e-06,,1.913876158877423e-06,,4.837773320540971e-06,,4.873995101336975e-06,
1341,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,3.475432840601323e-06,,4.150919692106367e-06,,5.5118605583411145e-06,,4.278201922802115e-06,,4.97361238097275e-06,,3.3345778616976784e-06,
1342,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,3.216792221322866e-06,,1.7770261750176874e-06,,2.5481013577450273e-06,,3.6077054904795397e-06,,2.893834228522994e-06,,5.277936703850577e-06,
1343,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,7.28695810267001e-06,,5.893816175910171e-06,,3.5604855422083844e-06,,3.741100413287125e-06,,2.23915712966292e-06,,4.148501852902967e-06,
1344,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,2.3145682498304524e-06,,2.7214493164533516e-06,,2.8938487739105383e-06,,3.457811219283265e-06,,3.049001498262199e-06,,4.693146804019452e-06,
1345,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,6.336249413172285e-06,,5.460678198783678e-06,,3.403961214527651e-06,,1.967678347490957e-06,,2.506757968486277e-06,,3.103299922267971e-06,
1346,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,1.6741102218079522e-06,,2.055793492677675e-06,,1.500034995676784e-06,,2.929055815825472e-06,,4.268174765764419e-06,,2.2670677048349356e-06,
1347,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,5.429249039649932e-06,,2.208584474750187e-06,,3.2297033326469303e-06,,2.050164783779478e-06,,2.93080241382013e-06,,3.8117111187639506e-06,
1348,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,7.360446858832954e-06,,3.612052988105134e-06,,5.6550095925099224e-06,,3.349926009143999e-06,,2.9524360744627884e-06,,3.1475824059052315e-06,
1349,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,5.0146091605251846e-06,,4.352422483387159e-06,,5.2059621289490425e-06,,2.8004641067001135e-06,,2.6874848319398947e-06,,2.689044038876527e-06,
1350,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,1.3886699702434075e-06,,1.5743015048977241e-06,,1.6842883531342186e-06,,2.2934947044205743e-06,,2.0584705358528756e-06,,1.888607830988182e-06,
1351,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,4.535202024566629e-06,,3.1533174720889836e-06,,3.0890990481667703e-06,,3.537187489353033e-06,,2.65236132462931e-06,,3.3695903812342487e-06,
1352,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,3.5062772083056736e-06,,3.5184855485075044e-06,,2.2741107123997206e-06,,3.0508173228080195e-06,,3.1779805512336665e-06,,6.20065462407645e-06,
1353,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,5.970149057508698e-06,,4.143649561408966e-06,,3.330617132771771e-06,,2.639659138849709e-06,,2.1469015576282936e-06,,3.6497088641626997e-06,
1354,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,1.8085441757190759e-06,,1.8693432483712033e-06,,2.3529842584403966e-06,,2.071926133370471e-06,,2.3567728970747145e-06,,1.7875907129056455e-06,
1355,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,2.616558087861439e-06,,2.2557683908066294e-06,,2.825776009380962e-06,,2.5532025909044396e-06,,3.3613204529674497e-06,,2.6504948238916333e-06,
1356,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,1.859119790285194e-06,,2.299998101393872e-06,,2.195095685632279e-06,,2.7499630172355013e-06,,5.734420465734323e-06,,6.95455479670828e-06,
1357,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,6.37563174798275e-06,,4.669122545501721e-06,,4.497189799871635e-06,,2.786599011644766e-06,,3.998228356239752e-06,,4.349224636307358e-06,
1358,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,1.571501384720978e-06,,1.6982005431790385e-06,,1.7136705296084065e-06,,2.9172078676528244e-06,,2.964298714605262e-06,,2.63845083468371e-06,
1359,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,3.6067951460951767e-06,,3.1369112504269083e-06,,2.514410795017959e-06,,3.685663829736603e-06,,2.424981784769978e-06,,3.578062338571566e-06,
1360,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,4.1495604800498935e-06,,3.210877166902499e-06,,2.134301557312092e-06,,2.332553442056046e-06,,3.451979006502004e-06,,4.371207018779409e-06,
1361,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,5.3844746337635905e-06,,7.095515194305717e-06,,3.0675648515456177e-06,,2.360978894476163e-06,,2.9642242770291208e-06,,2.680839438430092e-06,
1362,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,1.6929394937741472e-06,,2.0046613859187314e-06,,1.9215073038453216e-06,,2.7821210142833454e-06,,3.3838369868309802e-06,,2.066992332476299e-06,
1363,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,5.2347590535934565e-06,,2.163465745472698e-06,,2.7676734987029293e-06,,2.3870716690289804e-06,,3.3083913326690055e-06,,2.8150100539483564e-06,
1364,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,3.000211573212366e-06,,2.5372166166809664e-06,,2.172744364690724e-06,,1.8285278265276578e-06,,4.495123807687712e-06,,2.210131206815761e-06,
1365,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,3.6464030451241893e-06,,2.724559206951891e-06,,4.6320803539044095e-06,,2.1136561597292078e-06,,2.3338554551242416e-06,,2.475180364549002e-06,
1366,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,2.119534879788779e-06,,1.955346077103292e-06,,2.1386618954650117e-06,,4.087228738178399e-06,,3.691461524796715e-06,,2.637305208575527e-06,
1367,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,2.9579520335941032e-06,,2.1944194543914073e-06,,2.2429430846431065e-06,,2.646397174826698e-06,,2.563640960744892e-06,,4.220343698847968e-06,
1368,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,2.3417552785497273e-06,,2.6017316824146967e-06,,1.9606399733347876e-06,,2.918462591737473e-06,,2.5772842967841277e-06,,6.430848115655366e-06,
1369,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,3.4787217697093743e-06,,4.214916636633251e-06,,4.7476666311078324e-06,,3.452424998547311e-06,,4.2221421095845704e-06,,4.6845006681976756e-06,
1370,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,2.021919204279229e-06,,2.1241044593851e-06,,2.4694640658241307e-06,,3.94324067245544e-06,,3.201438347781517e-06,,4.925584679908579e-06,
1371,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,2.8479890276360364e-06,,2.483438344123594e-06,,2.853681700713158e-06,,2.5373992845359444e-06,,3.1410985904489085e-06,,2.6728626673295747e-06,
1372,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,2.1271841590135173e-06,,2.320102309634149e-06,,1.8575305572171799e-06,,2.532470932749833e-06,,2.502308113530459e-06,,5.330477342453444e-06,
1373,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,3.433254743529479e-06,,3.0687615091052813e-06,,4.229979508659458e-06,,3.7720424657713347e-06,,3.3376740123868188e-06,,4.505761059454309e-06,
1374,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,2.446097543777447e-06,,2.019290007299544e-06,,1.8910506909096296e-06,,4.798661850141936e-06,,4.859484118509767e-06,,4.631057763532229e-06,
1375,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,2.4389601311815918e-06,,3.2448621882014296e-06,,2.704557005370005e-06,,2.9881877163555374e-06,,4.053552004323398e-06,,4.3401751576998575e-06,
1376,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,2.1838733780114537e-06,,2.62624711441072e-06,,2.1957538487370225e-06,,2.7719991624383938e-06,,2.7915208075691384e-06,,6.702529397210066e-06,
1377,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,3.723273109298817e-06,,3.2311031757872083e-06,,5.885949114141033e-06,,4.489668122817241e-06,,3.869892800944105e-06,,3.8210332876664376e-06,
1378,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,2.2085227603725514e-06,,2.913472381637806e-06,,2.8210845479933028e-06,,3.602615041874086e-06,,5.11094686271632e-06,,3.2261731924515912e-06,
1379,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,4.52251305738031e-06,,2.8990823959424924e-06,,4.008467512693432e-06,,2.8694728860884234e-06,,3.5007616582867415e-06,,4.366645616229555e-06,
1380,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,1.5652970648767905e-06,,2.3737276534830774e-06,,2.0793619627729216e-06,,1.8767017565914952e-06,,4.909797330372092e-06,,6.352434305641969e-06,
1381,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,4.5557456993542225e-06,,4.484188297850104e-06,,3.1920752843695114e-06,,3.859550319002391e-06,,4.749608674397662e-06,,3.5410848994587825e-06,
